confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"Many women would agree that there are a few things in life as rewarding as motherhood. These women would also agree that having children takes a major toll on your body. For this reason, there has been a major increase in the number of mothers that are seeking mommy makeovers from a trusted plastic surgeon. With the help of Los Angeles Plastic Surgery women are able to turn back the clock.",1199fc3d1c59ac7839a415eb81ec1acc,male,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,"How well your body works for you depends on what you put into it. It is vital to understand and practice proper nutrition in order to live a healthy life. Use these ideas and incorporate them into your daily nutrition regimen. A great life depends on good nutrition! Altering one's cooking techniques may greatly improve the quality of food. By steaming or boiling your food as opposed to frying it, you will be able to cut down on fat. Preparing your meals in a healthy way allows you to eat more nutritious foods.",11c462d2e7f55b4f4b6c8103f9f24d7d,male,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,2,4
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,This is an attention check. Please select 'Somewhat Feminine (2)' and '4: Very Confident. You were very certain about your judgment with no hesitation',1,,,6786f4a9f5abb0aa321e6555,,I agree,2,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,This is a wonderful way to make contacts and have some others keep in mind you. You will be surprised how quite a few requests arrive your way right after making an attempt this.Closing ObserveThere are various points you can do to get Facebook followers quick. Just be proactive in reaching other people and be positive to utilize every thing the web site has to give.,11da79569dfd041bade6070ad4865ad2,male,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"People come, then go. A song plays, then ends. You take a bath, then you get dirty again. You eat, then you get hungry again. You lose someone good, then someone else comes along and you realize that he/she's better. You fall down, and you get back up because staying down on the cold floor isn't really an option. This is the ugly truth of life. It's like a game of snake and ladders. We just have to keep going.",11c4fec9b34d206e376b9fd8e9bb121a,female,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,1,4
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"Wedding is just about the interpersonal customs of joining two individuals jointly. It is the very first step in raising a family group for this reason in spite of cultural standing up, many individuals devote high of their cash in order to use a respectable marriage ceremony. A few young couples are employing being married limousine to add an expression regarding class in their marriage ceremony....",118cd7ba4aa86765c7a972460d68f8ee,male,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"A majority of individuals become so bothered about trying to live a healthy lifestyle, that in the end they actually interfere with leading a healthy lifestyle. The reason for this is because stress can be defiant against any stabs you take at bettering your own health. The simple fact is that there are a million little things that you can do to improve your health that do not involve stress, major changes or lots of money spent.",1337af33de5794ad718a296e430d2483,female,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"I hate cleaning the house. If I could get out of it i would. For some reason though I can't. It makes me crazy though cause I'm like a closet neat freak. In the same breath though I'm a slob. Crazy, I know. I want a maid though. But as much as I hate and like cleaning I can't stand doing the dishes. Oh well, I guess I will just go clean the house. I can't put if off any longer. Laters loves byes!",133ca9ba89e2ab2f2b8e3d7aa53ec562,female,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,1,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,1: Very Feminine,"Hi everyone, I dont underastand this place but its sure a good place to express ourselves. So me like guitar and music, i would love to practice and gain more with the guitar. Pls help",1393b057204b3fd57bb2b5722dc40e13,male,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,1,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"'RESPECT' those friends,Who find TimE for u in their buzy schedule..... BUT ""LOVE"" those friends....... ;Who Never See their schedule when u Need them.......! Dad, my wonderful friend ;Delightful And Loving; Loved And Admired;Dad, You’re My Hero, My Life You’ve Inspired. And When All My Blessings, Are Counted Each Day",1379753132cda00189d9ca564441367e,male,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,2,3
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"I love my dreams, coz it doesnt matter its black or white or coloured. I love my dreams, coz I include my own characters the way I want them. ;I love my dreams, coz I m sure they come true some time ;I love my dreams, coz I can twist and turn them if I dont like it ;I love my dreams, coz I am the only one who has access to it ;I love my dreams, coz I can pause it and play it again.... actually",15171ba00bc775e7d87891691117ee6c,female,PAN13-EN,6786f4a9f5abb0aa321e6555,,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,"We were drunk and out having a good time. Our one friend had taken ecstasy and was going wild. He thought he was seeing things, but that woman really did just have crazy hair. Our other friends got a picture with her. Then this woman licked a faux sword!",18809_1,male,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,2,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,We decided we should take our trip by train. I had never been on a train and it was exciting. Once we arrived we had lots of fun exploring the train station - it was a historical site. Taking the train back was less exciting because we slept most of the way. However we quickly arrived back home.,19654_2,male,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,2: Somewhat Feminine,"It was just a normal day and the neighbors were driving home. They loved the street which they called home for the past few years. The houses were beautiful, safe, and elegant. Their neighborhood had changed significantly over the last twenty years as each house become bright and lively with color. That is until the neighbors passed the new white house which had just been built, undoubtedly by a disturbed soul seeking to disrupt the calm life of the neighborhood.",10232_0,male,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,2,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,6786f4a9f5abb0aa321e6555,,I agree,3,2
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"One winter's day, I was driving past the cemetery on my way to the airport. I decided to stop for a few minutes and take a walk in the snow. The trees reminded me of a park I visited long ago. I continued to walk through the cold snow. Before I headed back to my car, I decided to walk through the cemetery and pay my respects to those who have died.",11375_0,female,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,3,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"The news this morning covered the most recent plane crash. It was very sad to see the pictures of all the people who were injured, or worse. Luckily some of the people got out of the plane using parachutes. There are several survivors who I'm sure will tell this story for the rest of their lives. For many, this day probably replaced whatever bad day as the worst day of their lives, for some, this will be the day that makes them the most grateful for their lives.",12361_0,male,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,2,2
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,I only have a few ingredients to make family dinner tonight. Here are the rest of my ingredients that are not cheese. I prepare the fish in a butter poach. This is what the meal looks like when it's all cooked and finished. The meal will be ready to serve in minutes.,12484_2,female,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,1,4
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"My little sister is finally graduating. My dad and I couldn't be prouder. Watching her among the rest of the graduates makes me emotional. Thinking about her journey from being adopted and rescued away from terrible conditions as a young child to getting to walk across the stage makes me happy that our patents had such big hearts. Although my mom didn't make it to see this day, our dad's love and pride in her absence has grown twice as big for the both of them.",17427_0,female,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,1: Very Feminine,We took a vacation for a week and went to all the famous ruins in Europe. There are a ton of ruins in Europe so we were very busy. We saw places that could seat a 1000 people. The weather was beautiful through the whole vacation. We took a ton of pictures so we could look back and remember all that we saw.,21600_1,male,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,1,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,Over the weekend I held a formal party. The musician played a my favorite song  on banjo then played it on guitar. Then some ugly guy gave a boring impromptu speech. Then we all stood and sang a song in front of all the people. As a final good bye I began handing everyone at the party free drugs.,3288_0,male,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,There was a man who was excited for his evening's adventure. He was ready to perform his duties as a DJ. He hopped onto the dance floor as the excited crowd accepted him gladly. He felt somewhat sick and was concerned that he was going to lose his cool. That night was a great one where he met all of his friends.,25543_1,female,PASTEL,6786f4a9f5abb0aa321e6555,,I agree,5,4
