confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"So I'm in this hotel, and there's a sign on the bathroom wall: HELP SAVE MOTHER EARTH Every day, millions of gallons of water and tons of detergent are used toExpanders. My 15 year old daughter used the term in a tone that was not the least bit disparaging. As in, 'so-and-so has expanders'. For a...",3976393,male,BLOG,67576aa762688ac76aa780d9,,I agree,2,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"I looked back at the smoke stack that marked both my beginning point and my freedom back into the world Slowly, but with the confidence of a soldier I made my way underground, into the tunnel You could tell the tunnel was not a place often visited from the spider webs and dust that consumed it Spray paint covered the walls to tell the story of young lovers with too much free time Seeing all the marks on the walls reminds me of the people who live in the city, and the marks they leave for other to find.",8088,Non-binary,PASTEL,67576aa762688ac76aa780d9,,I agree,5,4
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"A letter of complain Dear Ms Tang, I really must have to complain about the summer camp that organized by your company. I was one of the first students from my school to go to this camp. Expecting a relaxing camp, the camp was totally a disaster! There were many problems in the camp, such as ther...",3611552,male,BLOG,67576aa762688ac76aa780d9,,I agree,1,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,67576aa762688ac76aa780d9,,I agree,3,2
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"This article was interesting in that it discussed the advantages and disadvantages of the Internet. I agree with a lot of what was said in the article about the use of the internet, the influeces it has on children, and the responsibilities of the schools to ensure students safe use of the intern...",3865339,female,BLOG,67576aa762688ac76aa780d9,,I agree,1,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"Green tea is a most effective seller at the moment in the grocery stores, the convenience markets and at distinctive occasions such as a baseball game. Green tea caffeine is a matter of individual preference since green tea can come with or while not caffeine. Some people today drink green tea fo...",efc16136c64337e4fb6ffbea4725f98a,male,PAN13-EN,67576aa762688ac76aa780d9,,I agree,2,3
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"Gift baskets are possibly one of the most favorite gifts to give away merely because they are not only fun to acquire or make, but they're also entertaining to get. Just the believed of receiving a bunch of distinct tiny factors, or a lot of one single thing, is enough to make a person happy at t...",e1a2af82ed2e25b65915cb7d3fdf9551,female,PAN13-EN,67576aa762688ac76aa780d9,,I agree,1,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"Sorry for not updating last night, I was tired so I went to bed. I mean it isn't like anyone reads this anyways...but hey who knows, maybe I'll be famous, and someone will find it and make a book out of it. It'll put kids to sleep, but hey, I'll be makin moolah..HaHa...HEY! We all have dreams...l...",4233165,female,BLOG,67576aa762688ac76aa780d9,,I agree,2,2
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,Love is a beautiful thing. Many people seek love but only few are ready to pay the price or he cost of loving.,2b23f2c72cfc89c3aa19fd9f10b5d510,female,PAN13-EN,67576aa762688ac76aa780d9,,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"After finishing his work he headed out to do his errands. It had rained while he was busy. Reaching the grocery store he bought the necessities. Making sure to stay hydrated, he stopped for some orange juice. Before finishing his last errand at the bank.",25645,Female,PASTEL,67576aa762688ac76aa780d9,,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"I hate expectations. Today, in first period, we played Jeopardy! (a cheap version that tests nothing, nor that expects the students to even hear the entire question) Anyway, last time around-we play before each test-I answered almost EVERY question for my team, thus earning all ten of us a +1 on ...",4321513,male,BLOG,67576aa762688ac76aa780d9,,I agree,2,3
1: Not Confident. You were unsure or found the text ambiguous,,5: Very Masculine,This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,67576aa762688ac76aa780d9,,I agree,5,1
4: Very Confident. You were very certain about your judgment with no hesitation,,4: Somewhat Masculine,Im interested in hearing the ideas from Rob Smith. He came to the hotel ready to proudly display his sketches. He plans on providing a great offer for the hotel guests. Now he was strapped for time so he touted his ideas for the town. His presentation was received well and people started thanking him for coming.,39699,Male,PASTEL,67576aa762688ac76aa780d9,,I agree,4,4
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,Her hair was swept over her eyes. Her hair is very curly. A beautiful monarch sits on flowers. What an amusing lizard he is. We are having fun bowling.,11123,Non-binary,PASTEL,67576aa762688ac76aa780d9,,I agree,1,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,"The auditorium was crowded at the presentation Fortunately my friends and I were able to sit together The presenter looked nervous at first He turned out to be very poised, interesting and fun It was totally worth going for the extra credit!",34710,Female,PASTEL,67576aa762688ac76aa780d9,,I agree,5,3
4: Very Confident. You were very certain about your judgment with no hesitation,,1: Very Feminine,"Please  remember that  Friday Cat Blogging was the best blog series ever. Thank you, The ManagementIf you are going to eduate women and then subject them to  harrassment , don't expect them to keep their  mouths shut . Thank you, The Management Registrants may not [at need] use free, anonymous [u...",2482089,female,BLOG,67576aa762688ac76aa780d9,,I agree,1,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine," noah  Everything I need to know about life, I learned from Noah's Ark... One : Don't miss the boat. Two : Remember that we are all in the same boat. Three: Plan ahead. It wasn't raining when Noah built the Ark. Four : Stay fit. When you're 600 yrs old, someone may ask you to build something big....",4108651,female,BLOG,67576aa762688ac76aa780d9,,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,The chef is preparing food for tonight. One of the recipes requires pouring liqueur into it before it is ready to serve. The guests are excited to taste his food. The food looked amazing. Those are some classy appetizers to look at.,6820,Female,PASTEL,67576aa762688ac76aa780d9,,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"I know that you already discovered that creating your own beats is hard and not cheap. To make real high quality music you need to spend a substantial chunk of cash on a pro studio and all the necessary equipment, if you don't the results might be poor. However, it's totally obvious that not ever...",c3b00709a09472dacda6d17463430f17,male,PAN13-EN,67576aa762688ac76aa780d9,,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"Baby I still love you but that don’t mean much Despite the ways I’ve loved you you just can’t be touched I need to know, why you don’t love me back I need you so... Why do I keep hoping that someday you’ll change When matters of the heart just can’t be arranged I need to let go, I know you’ll nev...",4119658,male,BLOG,67576aa762688ac76aa780d9,,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,yea so hmm..saturday day i chilled with kim n pel then jenio came down..talked to sum ppl then decided to go to sar's with sum cool cats..it was fun except i think sar's dad got mad cause we were to loud or sumin so we left for gavin's..me n like 7 other ppl cramed into davids car..yea that was i...,3648467,female,BLOG,67576aa762688ac76aa780d9,,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"Realty sales in Mumbai Metropolitan district (MMR) have drooped. The whole region (m sq ft) sold in MMR in December 2009 as contrasted to September 2009 quarter, has come down. Prices have increased or remained flat in some cases. This illustrates that homebuyers are holding on their requirement ...",61c873be1b8f76c188e4f2d5aab73290,female,PAN13-EN,67576aa762688ac76aa780d9,,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"Having just returned to the United States after 4 years in Canada, I find myself halfway between returning 'home' and embarking upon something new and strange. I can't say that I feel entirely at ease. Oh, certain aspects of my environment take on a rather deja vu quality, but I find that this ex...",3613690,female,BLOG,67576aa762688ac76aa780d9,,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"...but at least I know it. This weekend I visited my parents to celebrate my mothers birthday and her new job. I arrived together with the message that my grandfather had died. Wednesday will be the funeral, so I'll have to travel again. My Grandfather was 86 Years old. I met him last time early ...",4150189,male,BLOG,67576aa762688ac76aa780d9,,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"Its simplicity and its warm-hearted innocence are, on the other hand, bound to just take your breath away, ahead of the flame-throwing dragons do.The makers of Kung Fu Panda have fashioned, with equivalent attractiveness and imagination, the story of the self willed Viking boy, established to coa...",9213b28680b96d55aea10e2bf836b26f,male,PAN13-EN,67576aa762688ac76aa780d9,,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"I have brought the mansion of love but havent possessed though i am sold but havent enjoyed.i suppose it all could have ended up differently but it didnt. i do harbour some feelings for you still. life has had it twists and turns. what we had was just a possibility, not a certainty. the timing di...",4298893,female,BLOG,67576aa762688ac76aa780d9,,I agree,4,3
1: Not Confident. You were unsure or found the text ambiguous,,3: Neutral,"your heart... felt good. and so it went on, this slow progress on my thesis. Bits and pieces floating out... with trepidation, hesitation... out of the abyss of not-formed ideas and made into something solid, signifying some commitment of faith from me. so i guess i believe this, i wrote it, it's...",3314582,female,BLOG,67576aa762688ac76aa780d9,,I agree,3,1
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"Mr. Bush is a man (or so its claimed) who came to power via legal...but undemocratic means and later said that he prefered having a dictatorship to any other form of government (like another famous world leader that comes to mind), has pandered to the wealthiest citizens at the expence of the res...",4301048,female,BLOG,67576aa762688ac76aa780d9,,I agree,4,3
