confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"I saw a sign for a candle sale and I was intrigued. It wasn't just the sign but also the brilliant artwork on the side of the building that intrigued me. In fact, almost every building was covered in colorful artwork. Up on a telephone pole I noticed a strange contraption. When I got back to the hotel and into my hammock I wondered what it might have been.",20628_1,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Since you are searching to learn more about regenokine therapy , one thing that is important is you must be prepared to do additional research. However, not everybody has the time or inclination to do that, and we know that so many of us are incredibly busy - but still, sometimes you just have to...",a1307fade8d69e0b7517048a035714b3,male,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"  For any one that has started a blog or a website, after they have gone through all the techie setup and have found a theme that screams this is me..  If you have a Wordpress site, or blog one most important things is to make sure that our site is secure at all times with the best security plugi...",154c1959c18d61d4adfd4e501a74d93b,male,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,The house was far from view. I tried to look up more photos of it. Every photo I clicked on said unavailable. I was starting to get frustrated. It seemed as if I wasn't going to be able to find anything.,31334_1,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,2,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"Just when you consider that you have last but not least found the profession of your dreams (or at the very least something that will pay out for the the vast majority of your bills), you realize that you are about to be laid off. On top rated of sensation that your earth is crashing all around y...",4064a8227880b651b98be3f9c4bcbf57,male,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"I am standing on the edge. The edge of what I'm not quite sure yet, but I can feel the gaping maw of something waiting to swallow me whole. I feel it there, yet I just stand here on the edge, looking around, checking out the weather, looking at the trees. Basically trying to look everywhere but i...",3770083,1,BLOG,682fa2f5aa8edd41cd06722a,none,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,Winning is an important part of a poker game. No one gets involved in a poker zasady game hoping to lose. ,7e114cd70bfd961b495390ec9c4af762,female,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,Sucess isnt only dtermined by hw much money or status u got but also by havin a sound and healthy state of mind..,86d3aee7249308786fda403054ce7633,female,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,682fa2f5aa8edd41cd06722a,none,I agree,3,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"The trees give off a strange aura on haunting. The spirit surrounds the wheel. The treeline contrasts what is offered. They settle, eating happily. There is a tower.",9783_0,Male,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,4,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,Players know that even when they shed they even now are earning as they are accumulating Vpoints. Many online bingo operators do even now not supply any kind of income again scheme despite the fact that in latest occasions one particular or two other bingo rewards schemes have been launched that ...,a30e7ca85727ead471c907391fd03551,male,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"RPG. A Role Playing Game. Something done by folks who as a majority, not all - just most of them, have issues or excessive desires to play and escape the word around them. They have to evade reality as we generaly accept it and live out a happy and product alternative life through a character the...",4081644,0,BLOG,682fa2f5aa8edd41cd06722a,none,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Strong unions usually set the upper cost for skilled labor and yes it seems non-union wages are higher in areas with stronger union representation. In most cases, locations that have excess labor can have lower labor rates. Because of the recession and the real-estate new construction depression,...",8f16fcfad8dc7d1bd35adb4004decb29,male,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"As he searched for food, he saw a bird fly overhead. The bird landed on an empty dock surrounded by nothing but water and trees. The views of the water were breathtaking and the sunset was beautiful. The trees were tall and stood proudly, providing some much-needed shade. He stepped out of the shade into the sun, where he stood glistening under the awesome rays.",5287_1,Male,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,5,4
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"  Browse through ApnaIndia.com to find local business listings in India with contact details like address, phone numbers and more.",7e3ce752aa7bd71048540e10817eeafe,male,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Skiers and snowboarders alike know that the cold can take a toll on the trips to the mountains, and a Spyder jacket can help to keep them warm. Taking to the trails is only fun when it's not too cold, and a great jacket can keep an outdoor adventurist as warm as they need to be to enjoy the outdo...",ad1c08c1bbe248952d7728e92087e7b6,female,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,3
1: Not Confident. You were unsure or found the text ambiguous,,5: Very Masculine,This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,682fa2f5aa8edd41cd06722a,none,I agree,5,1
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"It is important that you employ the services of reliable professionals when you are dealing with electrical connections. It is a well-known fact that electricity is capable or powering homes, it powers many different kinds of appliances and it powers businesses. Nonetheless, it is potentially dea...",a18f080afc7468b29d60d57eae61dc0,male,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"We were driving down a huge freeway. We had to stop sometimes because we felt sick or had to stretch our legs. We stopped for a photo op, too. My sister made sure to sit in the photo op. My other sister decided to lay in the freeway.",10003_1,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"There was a small party at the house. Several people were there and hung out. Everyone sat around and took pictures together. as the night went on everyone started to lay around. Even though everyone was supposed to be neat, someone did knock over a plant at the party.",38529_0,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,This stained glass if from some famous artist. This one took 2 years to finsh. This one kindo f scares me sometimes. This one is the newest piece her. This church is really old.,11586_1,Male,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,3,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,The crafts class teaches art. They helped build furniture. The woven shelves were buildt. The favorite cage for birds was created. The wood was saved for other people.,21384_0,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"I went and took pictures of people, places, and things. I tried this neck shot. I also took a picture of a butterfly. My favorite picture is one of a lizard. The last picture was one in a bowling alley.",11123_0,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,Hey everyone what's up its been a couple days since I last posted anything and I figured now was as good as time as any since I won't be home for the next few days. Yeah thats right I won't be here cuz I will be stuck in some cottage in Geneva-On-The-Lake for a few days woohoo what a vacation**co...,4139452,0,BLOG,682fa2f5aa8edd41cd06722a,none,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,Divorce is the most distressing experience for those involved. This is because the couple not only has to face the emotional stress of separating but also has to face the family and even deal with their children which can be quite a difficult task. There are times w...,ab66f5a90dbf28e3b64a50daf44f84e3,female,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,They say that it takes seven years for a single star to fade away from the time it dies out. living a quiet life kills a person inside though other may see you as a light nothing really matters because the cold is your play field......,c830b95b9d585445d70af66ee3132d32,female,PAN13-EN,682fa2f5aa8edd41cd06722a,none,I agree,3,2
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,He arrive in limestone He stopped to visit a historical site He learned a lot about the visit He loved the old archetecture he took  a picture of himself as proof he was there,19290_0,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,Somehow I thought about those days where I was at happiest. Where I'd feel so light-hearted and kinda full of myself. ... Those were the days I shared with my running companions back in jc. I thought about our training sessions. How I started out... The arms that swung like monkeys (which I think...,3838413,1,BLOG,682fa2f5aa8edd41cd06722a,none,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"The Dancing Trees The blowing winds confound the trees Into blowing in every direction As gray clouds begin to gather And the sky darkens almost to black The storms descend in a fury of sound Thunder crashes as lightning flickers Rain pelts the thirsty canyons of soil While we stand outside, our ...",3956714,1,BLOG,682fa2f5aa8edd41cd06722a,none,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,There was a car accident The police were the first responders When the firefighters arrived they treated the injuries One firefighter was very compassionate Soon the road was cleared and all was back to normal,33809_0,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,What happened to the picture I took it's not here. Who messed with my camera roll where is the picutre. That's the last time I use someone elses camera. Where is my picture? Awesome shots taken will never be seen since there is no picture here.,13220_1,Male,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,3,4
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,Today was graduation day. All of the kids were smiling. The principal spoke and it was boring. Then the smartest student spoke and it was more boring. After graduation everyone went to a party.,17316_0,Male,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,3,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,"I took my son to the parade in July. We honored the veterans as they rode through parade. As the fireworks detonated, the floats drove past the dealership. We clapped as the trombones passed with all the musicians. The local school put on a performance.",12908_1,Female,PASTEL,682fa2f5aa8edd41cd06722a,none,I agree,5,3
