p_id,style_score,confidence_score,text_id,Time taken,Age,Sex,Ethnicity simplified,Country of birth,Employment status,Gender,round,data,label,Age_group,annotation_id,ethnicity,batch,minutes,gender_factor,new_style_score,new_confidence_score,style_comp,confidence_comp
58f7cdd4c31d4d00015aac83,2,3,17427_0,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,PASTEL,female,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,4,2,18809_1,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,male,36-45,1,White,1,12,Woman,4.0,2.0,True,True
5a7db51c2a842c0001fc7657,4,4,18809_1,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,4,3,18809_1,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,PASTEL,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,3,2,1915703,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,36-45,1,White,1,12,Woman,3.0,2.0,True,True
5a7db51c2a842c0001fc7657,5,4,1915703,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,4,3,1915703,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,4,2,19654_2,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,male,36-45,1,White,1,12,Woman,5.0,3.0,False,False
5a7db51c2a842c0001fc7657,1,4,19654_2,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,5,4,19654_2,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,PASTEL,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,4,2,21600_1,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,male,36-45,1,White,1,12,Woman,5.0,3.0,False,False
5a7db51c2a842c0001fc7657,4,2,21600_1,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,5,3,21600_1,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,PASTEL,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,3,4,2304201,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,36-45,1,White,1,12,Woman,4.0,2.0,False,False
5a7db51c2a842c0001fc7657,3,2,2304201,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,3,2,2304201,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,4,2,2324980,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,36-45,1,White,1,12,Woman,4.0,3.0,True,False
5a7db51c2a842c0001fc7657,4,4,2324980,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,1,4,2324980,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,4,2,2360457,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,female,36-45,1,White,1,12,Woman,3.0,3.0,False,False
5a7db51c2a842c0001fc7657,4,2,2360457,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,female,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,5,3,2360457,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,female,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,4,2,2479244,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,36-45,1,White,1,12,Woman,4.0,3.0,True,False
5a7db51c2a842c0001fc7657,3,2,2479244,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,5,3,2479244,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,5,2,2507964,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,36-45,1,White,1,12,Woman,2.0,3.0,False,False
5a7db51c2a842c0001fc7657,3,1,2507964,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,2,3,2507964,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,4,2,25543_1,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,female,36-45,1,White,1,12,Woman,4.0,3.0,True,False
5a7db51c2a842c0001fc7657,3,4,25543_1,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,female,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,3,1,25543_1,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,PASTEL,female,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,1,2,2848269,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,female,36-45,1,White,1,12,Woman,3.0,2.0,False,True
5a7db51c2a842c0001fc7657,5,4,2848269,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,female,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,5,3,2848269,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,female,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,2,2,2950030,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,female,36-45,1,White,1,12,Woman,3.0,1.0,False,False
5a7db51c2a842c0001fc7657,3,1,2950030,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,female,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,3,2,2950030,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,female,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,1,2,2952363,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,36-45,1,White,1,12,Woman,3.0,3.0,False,False
5a7db51c2a842c0001fc7657,2,2,2952363,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,3,3,2952363,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,male,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,3,2,3083196,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,female,36-45,1,White,1,12,Woman,3.0,2.0,True,True
5a7db51c2a842c0001fc7657,3,2,3083196,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,BLOG,female,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,3,1,3083196,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,BLOG,female,26-35,4,Other,1,29,Non-binary,,,False,False
66465157b6bf80457ea8d9fd,5,2,3288_0,741,44,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,male,36-45,1,White,1,12,Woman,4.0,3.0,False,False
5a7db51c2a842c0001fc7657,5,4,3288_0,1678,26,Female,White,United States,DATA_EXPIRED,Woman,1,PASTEL,male,26-35,2,White,1,28,Woman,,,False,False
58f7cdd4c31d4d00015aac83,2,2,3288_0,1721,27,Male,Asian,United States,Unemployed (and job seeking),Non-binary,1,PASTEL,male,26-35,4,Other,1,29,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,3,10321,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,3,10321,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,2,2,10321,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,111230,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,4,111230,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,3,111230,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,12908,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,4,1,12908,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,1,4,12908,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,1,154d14665eed2898811501cdd0871165,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,1,154d14665eed2898811501cdd0871165,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,2,154d14665eed2898811501cdd0871165,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,155ea7d9a0596fd818706315581a6664,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,2,155ea7d9a0596fd818706315581a6664,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,4,155ea7d9a0596fd818706315581a6664,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,1569546eebd99fe13c053ef20765602e,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,1,1569546eebd99fe13c053ef20765602e,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,3,1569546eebd99fe13c053ef20765602e,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,3,15793,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,3,15793,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,3,3,15793,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,2,158fb28aad6b42fe173d057ba47acefb,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,1,158fb28aad6b42fe173d057ba47acefb,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,1,4,158fb28aad6b42fe173d057ba47acefb,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,159ebec2a694fcb40f55509192aa36c5,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,3,159ebec2a694fcb40f55509192aa36c5,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,3,159ebec2a694fcb40f55509192aa36c5,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,15b15866b6bcce3598980ea995d5676c,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,3,15b15866b6bcce3598980ea995d5676c,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,4,15b15866b6bcce3598980ea995d5676c,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,1,15c3fc95623fa94cebcd807591f814ac,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,4,3,15c3fc95623fa94cebcd807591f814ac,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,3,2,15c3fc95623fa94cebcd807591f814ac,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,1,15cdfc8d49f4b8d95e221d4a0fc8037e,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,4,2,15cdfc8d49f4b8d95e221d4a0fc8037e,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,3,15cdfc8d49f4b8d95e221d4a0fc8037e,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,15e9862a7e3d8628eada3d5d18dd211b,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,3,15e9862a7e3d8628eada3d5d18dd211b,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,3,2,15e9862a7e3d8628eada3d5d18dd211b,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,1607a2f7d5dec66995009be35be50b92,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,2,1607a2f7d5dec66995009be35be50b92,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,4,1607a2f7d5dec66995009be35be50b92,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,2,160d076ab07314735185a98448d005ac,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,4,3,160d076ab07314735185a98448d005ac,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,5,4,160d076ab07314735185a98448d005ac,4326,31,Female,White,United States,Other,Non-binary,2,PAN13-EN,female,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,2,2,16634,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,2,2,16634,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,2,2,16634,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,4,3,16875,1063,28,Male,Asian,United States,Part-Time,Man,2,PASTEL,male,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,3,3,16875,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PASTEL,male,46-55,2,White,1,42,Woman,,,False,False
55a9f6a1fdf99b2d81b5295f,4,4,16875,4326,31,Female,White,United States,Other,Non-binary,2,PASTEL,male,26-35,4,White,1,72,Non-binary,,,False,False
5ed716888a042d1a311fd97a,3,2,18d09d885bdcedc0f7f1ffaf5c1a6060,1063,28,Male,Asian,United States,Part-Time,Man,2,PAN13-EN,female,26-35,1,Other,1,18,Man,,,False,False
614eb0a92921d8c1e64f4873,4,2,18d09d885bdcedc0f7f1ffaf5c1a6060,2512,54,Female,White,United States,Unemployed (and job seeking),Woman,2,PAN13-EN,female,46-55,2,White,1,42,Woman,,,False,False
