"P_i","text_id","short_text"
0.4,"155ea7d9a0596fd818706315581a6664","These things have I written unto u that believe on the name of the Son of God; THAT YOU MAY KNOW THAT YOU HAVE ;ETERNAL LIFE (GOD KIND OF LIFE), and ;that you may believe on the name of ;the Son of God (1John 5:13). ;If u are born again, u now have eternal life (the same life that God has). Your life is different from the life people who;are not born again have. U are a heavenly man/woman."
0.288888888888889,"1569546eebd99fe13c053ef20765602e","Each parent aims to bring up a child that's loving, providing, self-confident, happy, and a part of a carefully knit household. Parenting is a organic approach and much more often than not it is not guides, counselors, or medical doctors that may manual you however it is your in born intuition and bonds with the kid."
0.2,"157","Lets sit down before the show starts. They went all out this year. I wonder how much it cost this year. These are some quality fireworks. My camera must of run out of film since there is no picture here."
0.355555555555556,"15793","The crowed cheered as the fireworks began. There was a massive eruption. Several smaller bursts followed. The smoke clears as more eruptions continued. Eventually the fireworks wained."
0.288888888888889,"1579af59b6b62baccdd0a165aa6f3a39","Repossesed Asset Auctions Are generally a Great deal Searchers Prize! Confiscated home's along with merchandise offered by using federal government online auctions as well as police auctions can be a treasure regarding bargain finders. There is simply a large choice of potential items, new and us..."
0.177777777777778,"157_1","Lets sit down before the show starts. They went all out this year. I wonder how much it cost this year. These are some quality fireworks. My camera must of run out of film since there is no picture here."
0.266666666666667,"158fb28aad6b42fe173d057ba47acefb","Blog writing is a very good way of expression of our inner feelings. it redresses our mental activities.So, find it very useful exercise, especially when there is no work and boring ... ;But, the problem arises when we start writing...what to write, how to write, how to start..what should be the title..The matter etc, etc,?????? ;There is a vast field of topics viz..love, friends, family , Sex, sexy, beautiful so on and so..."
0.355555555555556,"159ebec2a694fcb40f55509192aa36c5","I am a working journalist living in NYC. I joined news paper so that I can network with people and give myself more exposure with the fashion world. Please get in touch if your interested in working with me"
0.4,"15b15866b6bcce3598980ea995d5676c","To consistently build a fortune in life, you need to in one way or additional be adding value towards life of anyone. You must be providing approaches to the problems simply being faced by most people. Without adding price or solving people's problems you can't create wealth."
0.311111111111111,"15b9800f0dba08119ce776df50c59be2","When Britt Reid's daddy, LA's most favored and also well respected press authority, suddenly dies he's struck an instant friendship together with his dad's assistant Kato, who is really commendable as being the most industrious amongst their staff. He has left his former directionless life in the..."
0.266666666666667,"15c3fc95623fa94cebcd807591f814ac","It is those who cnt swim that are quick to tell u how u r gna drown.i cn make a better person out of myslf i dnt need ur negative input our frndshp myt aswel end here.im mvng on wt positive mindd people. iRepeat# Never have anything in your life that you cant get rid of in ten seconds flat, in the event that it threatens your current state."
0.311111111111111,"15cdfc8d49f4b8d95e221d4a0fc8037e","Persuading someone to take action only through words is something that not everybody can achieve. But on the other hand, if you know the rules of successful ad copywriting, you'd know that when you use the right words and present your copy effectively, you can easily persuade your prospect to buy what you're selling."
0.4,"15e9862a7e3d8628eada3d5d18dd211b","Have you been looking to get started a bathroom remodeling job shortly? If that's so, do you have all the things which you will require? In regards to toilet remodeling or perhaps about any other house enhancement venture, numerous men and women instantly think of the components that will be made use of."
0.4,"1607a2f7d5dec66995009be35be50b92","Education of a nation rests equally on which the child gets more out of the educational process in the early years of his lifetime, when minimum standards of behavior are planted just by parents, but then they are going to supplemented by a thorough schooling at different grades."
0.266666666666667,"160d076ab07314735185a98448d005ac","Shit Lyfz so depressing here in RAK ; ...Plzzzz Cheer Me Frnds......I dont want to die........I am in boring college.......Dont have any gud frnds...........And most of all.....No Gurls....!!!"
0.266666666666667,"16331_0","It is the 4th of July. The fireworks sputtered with light. Fire took flight from the ground. There were some difficulties with some of the fireworks lighting properly. The finale was a dazzling display of awe."
0.2,"16455","The people honored the memorial. They looked at the many graves of fallen soldiers Here they honored the flag. The group admired the ashes of a high ranking solider They ended the day with the Packers At the cemetery there were some people observing a soldiers lives. So many soldiers lost their lives to save ours. Some soldiers were preparing for the funeral of another soldier. There was a soldiers remains at this funeral. The soldiers house had a bird house of his favorite team in remembrance of him."
0.266666666666667,"16634","We walked down a scary path. We saw urns stored near a funeral. Inside the columbarium, it was dark. We waited around, hoping for a ghost. We didn't see a ghost, but we did see a startling statue."
0.266666666666667,"16685","We visited the ruins on vacation. The weathering building was standing tall. The ruins require slight restoration. They took motorcycles to their trip to the ruins. We visited the man who ran the mechanical shop."
0.177777777777778,"16875","I was hanging out with friends at the bar. We took a lot of pictures. It a time filled with fun. There was a lot of food to eat. I think, we should have such meet up weekly."
0.133333333333333,"16ac13162dbd1bdb7ed722e7b92a4211","Don't let any situation you find yourself to deprive you of your joy, you have the right to either be happy or sad....problems are only there to shake our minds in order to take a nasty decision that may lead to a regret tomorrow. note: the society might seems to reject you because of circumstanc..."
0.177777777777778,"17143","We gathered at the convention center The guys were excited for the event We heard an interesting discussion The featured speaker sent a positive message They proudly received their certiifcates"
0.155555555555556,"17143_2","We gathered at the convention center The guys were excited for the event We heard an interesting discussion The featured speaker sent a positive message They proudly received their certiifcates"
0.288888888888889,"17187_0","The men were checking their gear before the presentation. The soldiers stand straight. There is a veteran, saluting as he walks. The soldiers get in line and are shaking his hands. They are proud of their military graduation day."
0.266666666666667,"1722","A small child is having a blast on the merry go round with her mother. The child enjoys another ride with her mom. A father and daughter enjoy sharing ice scream snacks together on this warm beautiful day. A father and daughter pose for a photo with Mr. Alien. Mr. Alien enjoys being part of the family."
0.222222222222222,"17316","Today was graduation day. All of the kids were smiling. The principal spoke and it was boring. Then the smartest student spoke and it was more boring. After graduation everyone went to a party."
0.266666666666667,"17316_0","Today was graduation day. All of the kids were smiling. The principal spoke and it was boring. Then the smartest student spoke and it was more boring. After graduation everyone went to a party."
0.311111111111111,"17427_0","My little sister is finally graduating. My dad and I couldn't be prouder. Watching her among the rest of the graduates makes me emotional. Thinking about her journey from being adopted and rescued away from terrible conditions as a young child to getting to walk across the stage makes me happy that our patents had such big hearts. Although my mom didn't make it to see this day, our dad's love and pride in her absence has grown twice as big for the both of them."
0.288888888888889,"17519","We went on a majestic university visit. The walls were lined with wood and the smell was great. What a delighted day to have been ale to make it to graduation day . The photographers were really hiding my family. It was finally time to pose for more photos."
0.355555555555556,"17681","I prepared my rocket for the competition. I set my rocket to take off mode. The rocket flew like a charm. Everybody cheered at the successful rocket launch. My rocket went the highest and won the competition."
0.222222222222222,"17751","The charity event drew a happy crowd. The first speaker talked about the importance of happiness. The next speaker gave testimony of the joy of liffe. The grand total of giving was in the checks donated to local schools. This wonderful organization leaves happy faces."
0.2,"17751_0","The charity event drew a happy crowd. The first speaker talked about the importance of happiness. The next speaker gave testimony of the joy of liffe. The grand total of giving was in the checks donated to local schools. This wonderful organization leaves happy faces."
0.288888888888889,"1779b7b442aa02f6b1be79bbe224dfd","The safety and security of lives and property is the greatest concern of every individual or group. The dangers of theft, burglary, violent crime and break-in have resulted into several kinds of security systems and safety solutions that promise ultimate safekeeping and security. One such great u..."
0.533333333333333,"17c1a2884c8e60f7143a45e48d67754","After you've worked on your first website for a while and seen that visitors do not magically arrive at your virtual doorstep, you start to learn a little about traffic generation. One of the first things you will probably encounter is building links. Let's take a look at what link building is an..."
0.155555555555556,"1880","I went on vacation with my family in a trashy location. The strip was surprisingly clean and well lit at night. The signs at night looked very vintage. There were a lot of tourists there taking photos. A lot of organizations took advantage of the tourism by setting up stores to sell souvenirs."
0.177777777777778,"18806","The couple was walking with his friends to the pub to have fun. The couple was excited to finally arrive at the pub. There was a lot of people with interesting dance moves. Time ran quickly as everyone was having fun with friends. Some people even played games."
0.266666666666667,"18809_1","We were drunk and out having a good time. Our one friend had taken ecstasy and was going wild. He thought he was seeing things, but that woman really did just have crazy hair. Our other friends got a picture with her. Then this woman licked a faux sword!"
0.311111111111111,"18d09d885bdcedc0f7f1ffaf5c1a6060","It is a bit suprising that although the world seems very close to finding the AIDS total curing medication, the epidemic is not afraid of the fact, so as to stop killing people, at least for a while. Our behaviour should not be influenced by the closness of geting AIDS treatment but by the fact that AIDS is still a threat."
0.266666666666667,"18d1293c3a189d6a03ccca3a32103175","There’s no person in the world who is made to handle every punch that is thrown at them. We aren’t made that way. In fact, we’re made to get mad, upset, sad, be hurt, stumble, and fall. We aren’t supposed to be able to handle everything. But that’s what makes us stronger in the end, by learning from the things that hurt us most..."
0.177777777777778,"18d145c29e03ded1ead32bb6e4d3a33c","What's the ideal way for guys to tactic online dating? Nicely, even even though most individuals working with on the net dating products and services are definitely wanting for their lifelong lover, the genuine essential is to make certain that you are possessing and sharing entertaining. If you get stressed about it or start off to acquire it all also significantly at the outset, then you are most likely in the conclude to wind up meeting the incorrect people."
0.2,"18ebc7a2d6865ef6e5c86d2935187de3","For millions of years, our planet gave birth to different gemstones and crystals which our civilization found ways to make use of them. As an example, stone therapy was a person for the strategies most people found the advantages of such minerals to our entire body. They believe that the energies that transformed these minerals are stored in these stones and they believe that they can harness them for therapeutic.make a wish necklaceThousands of gemstones are being transformed and sold as wearable crystal energy. This is because some people believe in alternative forms of healing."
0.222222222222222,"18ed87fca06b8f86ba8de2de2d0837c1","You can have to most expensive and highest quality tools for doing anything, but if you are not competent with using them then your results will be substandard.There are so many varied and highly unique methods to be found with online business, such as immo 94 for example. Another very good point is the huge variation in results that can be observed across the board with a lot of methods.It does not matter about others who perform poorly, you need to pay attention to your self and how you perform."
0.311111111111111,"19137_2","before the game the coach gave a pep talk. The cheerleaders cheered on the players before the game. Everyone applauded the team as they walked on the field. They players played their best. The fans were impressed."
0.155555555555556,"1915703","Lately I realize that my problems are not the worst thing in the world . . . does this mean I am cured? Not likely, but I have realized that despite what I may not have, that does nothing to devalue those things I have had all my life. My values, my beliefs, my principles . . . whatever you call it, I have them. I have friends, I have family, I have my physical health . . ."
0.2,"191694dad24dff6773ffdc36e16c96f8","hi guys im egyption amaricen i live in the state for 30 years but i do like to travell a lot and i do like to make friends from all over the world im very simple person i do like watch t.v nice moves i do like going to cinma eat out going to the beack i love the country side to nice and quite away from the city very pieace"
0.466666666666667,"191f6ba86bd8e13eabd486fcb4da0593","I had a wonderful day on Sunday, everyone made the day so so nice and then we went for a meal
"
0.266666666666667,"19290_0","He arrive in limestone He stopped to visit a historical site He learned a lot about the visit He loved the old archetecture he took  a picture of himself as proof he was there"
0.622222222222222,"19424_2","Every Autumn, the family gathers at the lake. They always bring the last fruit picked from home. The family loves to visit the lake to go fishing. The house has a porch to sit in peach near the water. The best vacation is to watch the water."
0.222222222222222,"19457","Taking a stroll around the neighborhood to take some photos. Most of these houses, have specific histories. A lot of the neighbors have lived here since they were children. I love that these houses have their own history to tell. The snow sure does make this town and house amazing to live at."
0.2,"19480","It really snowe last night. I hope my ducks aren't cold. My sheep are just chillin. My tractor wont start today. I need to get more propane soon."
0.133333333333333,"19480_2","It really snowe last night. I hope my ducks aren't cold. My sheep are just chillin. My tractor wont start today. I need to get more propane soon."
0.222222222222222,"194941630fcd20f58801e098c67b73f1","You are not what others say you are because you are way ahead of them.If they say you are a failure then you are a winner because you are the head and not the tail.If they say you are poor,then tell them you are rich for Christ supplies all your needs according to his riches in glory.If they say you are sick,tell them by the stripes of Jesus Christ you are healed.If they say you are not wise,tell them the fear of the Lord is the beginning of wisdom. If they say you are a nobody,tell them you are the apple of the Lord's eye,a holy nation,a royal priesthood."
0.133333333333333,"19597","The winter was particularly brutal that year. Especially since the town was industrial, the wind seemed even more biting. The season had come on all of a sudden, when it seemed that nature was still bountiful. The sharp ice jealously safeguarded the berries from harvest. Nonetheless, the trains ran on schedule."
0.177777777777778,"19654_2","We decided we should take our trip by train. I had never been on a train and it was exciting. Once we arrived we had lots of fun exploring the train station - it was a historical site. Taking the train back was less exciting because we slept most of the way. However we quickly arrived back home."
0.288888888888889,"1969","The crowd gathered and planned to see the concert. They wait at the diversion nearby. The crowd started to be restless. The sound guys were finally ready for the musicians to take the stage. They played the set they practice for a period of time."
0.222222222222222,"19851c589669b5c3859c05406bfad361","Hi guys, am new hia.....dnt knw wer to start from...is dis like facebook??"
0.177777777777778,"1989e9234697c32c2faedc80db97993","BEING HONEST HAS BEEN MY PRIDE SINCE BIRTH...... HIT ME UP IF YOU CARES TO KNOW MORE ABOUT ME...... FEEL FREE.....!!!!!"
0.222222222222222,"19e6293263968daa57a9d6ae143f6835","Yepp Me Is Bored!_; ;SoOo If You Wanna Chat Then Leave Me A Msg Plz!_ ; ;Thank You Guys And Gurls!"
0.2,"19ea517e6f1a75890fa41b040354fd22","Hello lovely people, I want to introduce to you something that can go a long way in changing your financial status to a very comfortable state. What I'm introducing to you is a business that requires every partaker to be zealous about it, and it is very easy to do. It is known as network marketing, I know that the mention of the name network marketing has already turned you off because I know many people are not interested and think it is all scam."
0.177777777777778,"1a29fc541ecec8a4fbb86056e9cfa763","It appears that after a few a long time in the future, the fantastic grandchildren will not likely know that there was some thing named “trees and plants” and the way they looked within the color ‘Green’. Pest moderate overstatement nevertheless many of us don't know studying the tempo where we'r..."
0.266666666666667,"1a62280738b3b40a9de10b640ee6185f","wassup guys & gals ??? ; m interested in making a pen friend....preferably from some Third World country..can neone help ? ;"
0.4,"1ad83f68d4b7014df76536cd277167d9","You can shine, no matter what you're made of. Never give up in your doings. Keep faith and hope alive, and all your dreams and aspirations will become a reality one day!
Don't believe everything you hear or see. There are always 3 sides to every story: yours, theirs and the truth!
In life you will face lot of challenges and uphill battles that will try to stop you from achieving your dreams. Difficulties will arise that will make you stumble but don't let those difficulties make you crumble. Just be strong. Trials will knock you down but you can choose to get back up."
0.222222222222222,"1ada101c47e38f972a7d1f71103cfc57","I gave myself a break, just ride in the matt, no pressure and read the new book. Playing Michael Jackson on Mental FM, the song I am jamming to is Bad. I love that video and when the guy with the skates pulls the moonwalk......... We get to tao chic stands up and baaam! moon beam!!!!"
0.222222222222222,"1b5daea4610cbf3cc864f04c62aa836","If you enjoy nature and don't mind getting your hands dirty, then gardening is something you would want to take up. Though gardening is a very popular hobby, it can occasionally be physically grueling. Should you be the type of nature admirer, who wants to just enjoy the beauty of nature that already exists, this is a hobby not for you. If you would like to contribute to nature, it's going to be an ideal hobby to enjoy. If you do not would like to put the effort and time, then gardening is not a hobby for you to do.
"
0.355555555555556,"1e15aa4e325b756036346dff2731d72","Have you ever thoroughly planned out your objectives and goals for your web business? That's right if you're not setting the right goals for your online business, it's highly unlikely that you're going to see any big results coming your way. Some goals are more powerful than others, and you can u..."
0.333333333333333,"1e463533b451d587ddc2a466090179f5","eBay is extremely uncomplicated to use and you can simply search your favourite designers or something as wide as ""dresses"" to assist you track down the goods that you are seeking for. You will locate a broad assortment of low cost garments on eBay ranging from things that are brand name new with..."
0.2,"20021_2","In a smaller town, it holds one of the largest marathon events annually. The town's residents all show to show support to the runners. when deciding to partake in the marathon, its a matter of your level and experience with running. The marathon's route winds through the town passing historic monuments. The town waits near the end of the race, registering times for the runners."
0.355555555555556,"2036_3","It was a day of sightseeing for us!. We saw several different exhibits. This was cool because the ferris wheel was in the background. I loved watching the children on the merry-go-round. We even saw characters interacting!"
0.177777777777778,"20559_1","Children set the table for dinner. People began to arrive shortly after the last plate was set, sharply at 7:00 PM. The guests gathered around the table, filling their plates high with flood, higher than the empire state building. Gathered around the table, they sat, drank, and ate joyfully. The conversation never grew dull and they continued conversing well after late afternoon."
0.4,"20628_1","I saw a sign for a candle sale and I was intrigued. It wasn't just the sign but also the brilliant artwork on the side of the building that intrigued me. In fact, almost every building was covered in colorful artwork. Up on a telephone pole I noticed a strange contraption. When I got back to the hotel and into my hammock I wondered what it might have been."
0.222222222222222,"20849_1","we took a ride to the river on our bikes. there was a book shop we checked out. we walked the streets and looked at the different buildings. it was a pretty day full of adventure. we stayed out until the sun set."
0.377777777777778,"21122_1","On a trip to the market I many birds hovering around the stands. Someone bought a vegetable after seeing the crowd was subsiding in front of the stand. There are many vegetables in the market to be seen as I strolled through and one stand in paticular had a very large amount. There was a lot of variety and unsual people to see. Best of all the tomatoes were perfect that I found."
0.355555555555556,"21286","I saw a sign that showed the way. The shop was clearly out of place. The instructions left behind were clear. Hey, we are all friends here. Finally, where I need to be."
0.466666666666667,"21384_0","The crafts class teaches art. They helped build furniture. The woven shelves were buildt. The favorite cage for birds was created. The wood was saved for other people."
