confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"Florianopolis offers up a good balance of attractions, activities, leisure and sightseeing to those seeking out a vacation in southern Brazil. This beautiful city sits on an island, surrounded by atlantic waters that provide great surfing, aquatic activities and lounging on beaches along nearly t...",9d0a4a97073f6185b53cb94b442fb168,male,PAN13-EN,jone,,I agree,2,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,haiyo...today the maths teacher nvr come..so shiok... got 4 periods free...lolx...hmm..heard tat i'll be representing my cca to receive some knid of shit on national day celebrations tat day..so ma fan..duno why muz come and pick...lidat later still muz come back for rehearsal...zhen shi de..yeah...,3834464,female,BLOG,jone,,I agree,4,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,Watching birds out her window was their grandma's favorite past time. They watched them too in her memory. They later brought flowers to her grave. Aunt Cheryl does not know how to use a camera correctly. She still tried to take pictures of the family though.,21875,Female,PASTEL,jone,,I agree,2,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,4: Somewhat Masculine,"hey everyone! wow....this warm weather is gettin the parties started...jay, u know what im talkin bout haha...never again...well not for a while! I gots a pool!! lots of fun, but is chris welty leans on the side one more time, hes kickin his 'muscular' ass kicked!! hahahaha long walks to starbuck...",3474820,female,BLOG,jone,,I agree,4,2
1: Not Confident. You were unsure or found the text ambiguous,,3: Neutral,In art life is giving out of imagination. Same goes to reality you give it life when your imaginations start to manifest.With the forces in life only the pure minds are put to the test and pass despite the negative energies in floatation when you work with Jesus christ and God.,ef5b90c05992e18554be817031b376b,female,PAN13-EN,jone,,I agree,3,1
1: Not Confident. You were unsure or found the text ambiguous,,3: Neutral,complete solitude as far-off voices mingle with shrill cries of gulls Copyright 06/11/2004 Therese 'Parpar' BaricI saw the look on her face when he told her to SHUT UP The tears straining behind her eyes As she gazed steadfastly at the TV The Lightning won Bringing back memories of 1961 another t...,3546815,female,BLOG,jone,,I agree,3,1
1: Not Confident. You were unsure or found the text ambiguous,,3: Neutral,sIanZ..dUn0e wAd 2 wRitE oSo..nTh mUcH l0r..bUt gEneRaLLy mY liFe n0w kIndA suCkZ l0r..haIx..oSo dUn0 h0w 2 sAe..n0t eVeryThin's g0inG tHe wAy i wAnT iT 2 l0r..iTs dE uPs n d0wnS..aGaiN..sTupiD 1 lA..nTh mUch l0r..n0 m0od 2 sAe la..sUm oTheR tImE bAh..cYaZ..=(another week gone le..juz lyk tt..tim...,3524507,female,BLOG,jone,,I agree,3,1
1: Not Confident. You were unsure or found the text ambiguous,,3: Neutral,"You shouldn't assume that only people with special skills are a large budget can rank their sites well you can too, if you're willing to work for it. However, there are a few SEO factors that you need to keep in mind at all times to ensure that you're constantly getting ranked for your targeted k...",10c560c2300dec68e2ff10c673c5ec22,male,PAN13-EN,jone,,I agree,3,1
1: Not Confident. You were unsure or found the text ambiguous,,3: Neutral,"for my success picture i chose a picture of a graduation gown. i chose this because you achieved something you probably thought you couldnt. it also shows you worked hard to get where you are now. this picture symbolizes success,hard working and giving it 100%.#1) can COLLEGE really excell my tro...",3907322,male,BLOG,jone,,I agree,3,1
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,My weekend vacation was at the beach. I spent time surfing. I found this huge bird staring at me on the beach. I had a lot of fun that weekend. The pier at night is so beautiful and peaceful.,4552,Female,PASTEL,jone,,I agree,2,2
1: Not Confident. You were unsure or found the text ambiguous,,3: Neutral,i started typing this blog to get some things off my chest! it is unusually tough moving from one place to another and trying to do all these things at once. i have been just shuting down most of the timetaking the easy way out. i was expecting to have some comments! but how? the thousands of blo...,3536378,male,BLOG,jone,,I agree,3,1
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"For those who are interested in reality television, studying Kim's strategy may work in your favor.PressIf you want to know where Kim Kardashian has been featured, here , take a look at the press section of the website. She dated singer Ray J and Reggie Bush in 2007 (not simultaneously!). She beg...",c6dc2df8bb6bf7e04094fbf769105a3d,male,PAN13-EN,jone,,I agree,2,2
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"Everyone experiences the same basic human needs, but with each person some needs are more dominant than others. The four major groupings of needs are results, recognition, regimentation, and relationships.",81e9f1697d485ca3cf0a0780ce1bfa7a,female,PAN13-EN,jone,,I agree,3,2
