confidence,comments,style,texts,text_id,label,data,p_id,feedback,consent,style_score,confidence_score
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"ok... this is my first sign up. this is actually kinda cool. was actually lookin for a nice wp that i can pattern my page to. but i just found myself registering here....which is actually cool though. its gettin late so better yet, see what other good stuffs this has to offer. ) blogg...",568146,0,BLOG,67297f70d21c6b7122a7b4d8,,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,The quietest walking path in our town. The path leads to one of these views. The path also gives us this lovely view. Stopping near the water before the path ends. The last stop of the path leads directly to the pier.,31879_1,Male,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,"I suppose I should have a little more content to justify the massive, page-lengthening links list at right. (Okay, it's not that massive, but it's longer than the lone post.) I haven't been thinking about much lately, just doing whatever to get through the day. I haven't been sleeping too well ei...",2840286,1,BLOG,67297f70d21c6b7122a7b4d8,,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,Finding reputable online casinos is not easy. There are so many Internet casinos today and almost all of them have very professional and engaging websites. The biggest question now is how you can differentiate a rouge casino from the reputable ones. If you are playing casino games on the Internet...,9bfa6507eb699900f327713e9e363695,male,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"Okay... so maybe this thing is the new livejournal bandwagon. Who knows. Don't really care at this point. I'm far too lazy to maintain my own blog atm, so this is going to work just fine for me. I find myself wondering why I persist in this constant struggle with my shape. It seems like no matter...",3932271,1,BLOG,67297f70d21c6b7122a7b4d8,,I agree,2,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,we took a ride to the river on our bikes. there was a book shop we checked out. we walked the streets and looked at the different buildings. it was a pretty day full of adventure. we stayed out until the sun set.,20849_1,Male,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,"The men were checking their gear before the presentation. The soldiers stand straight. There is a veteran, saluting as he walks. The soldiers get in line and are shaking his hands. They are proud of their military graduation day.",17187_0,Female,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,5,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"It appears that after a few a long time in the future, the fantastic grandchildren will not likely know that there was some thing named “trees and plants” and the way they looked within the color ‘Green’. Pest moderate overstatement nevertheless many of us don't know studying the tempo where we'r...",1a29fc541ecec8a4fbb86056e9cfa763,female,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,3,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,This is an attention check. Please select 'Neutral (3)' and '2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts',2,,,67297f70d21c6b7122a7b4d8,,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Currently at an artist retreat. This installation is interesting, They call this piece ""the road to nowhere."" Even the trees look artsy here. My favorite art piece of teh whole retreat.",13859_1,Male,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"I had these ideas for a while now and so I decided to post them... : 'The lone knight stands on the tower watching the gloomy storm clouds in the distance' 'They watched the lone knight travel along the road, never to see him again' 'So after she left him, he traveled alone in the world, never to...",3902294,0,BLOG,67297f70d21c6b7122a7b4d8,,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,1: Very Feminine,Have a smile on your face and your life will be good. See things as they really are and then happiness will be with you. Success is a journey not a destination! A friend is a person who knows the song in your heart and can sing it back to you when you have forgotten the words!Self esteem is not m...,b0a83d2f3092c9793857c5d6ef804203,male,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,1,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"comes this copout. But since nobody's reading this yet, I doubt it makes much difference - a test of the 'tree falling in the woods' theory... - I Can't - Please forget the words that I just blurted out, it wasn't me, it was my strange and creeping doubt, it keeps rattling my cage. And there's no...",3603867,0,BLOG,67297f70d21c6b7122a7b4d8,,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"this morning i went jogging/walking/running, and i feel so great. and then i poisoned my body with one of Little Debbie's devil cremes. Damn you Little Debbie, and your scrumptious pastries!But, hey! i still feel pretty gosh darn good. I'm going to leave the house early so i can go downtown and r...",1259041,1,BLOG,67297f70d21c6b7122a7b4d8,,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"You know, it's sad when you have all the time in the world (such as summer vacation), but you lack the discipline to keep up with all the general upkeep of thinks. For example, I've had a lot of free time, and I am so behind in things. That is the creed of the true procrastinator. I get mad at my...",4186134,1,BLOG,67297f70d21c6b7122a7b4d8,,I agree,3,3
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,"Two sisters had a great time on vacation.  First, they climbed up some very large rocks. Then they went to the beach and were playing in the sand. Their father and little sister joined them as they were digging in a tidepool to see what they could find. Their father showed them a little crab that was hiding in one of the tidepools. The crab carries his home on his back. One of the girls drew a picture in the sand of what she would look like if she carried her house on her back.",31810_0,Female,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,3,4
1: Not Confident. You were unsure or found the text ambiguous,,5: Very Masculine,This is an attention check. Please select 'Very Masculine (5)' and '1: Not Confident. You were unsure or found the text ambiguous',3,,,67297f70d21c6b7122a7b4d8,,I agree,5,1
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"Which is more important a Arizona Unemployment from a professional Arizona Unemployment writer or a superb career network? The answer is: Both. You need a network to help you identify the right job, and you have to create it yourself, each day, with steady effort. You also need a top qualityArizo...",958a64aaeefecc9c6b85eafa38b7763f,female,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,5,4
4: Very Confident. You were very certain about your judgment with no hesitation,,4: Somewhat Masculine,A visit to a chocolate factory is fun. There are giant blocks of chocolate there. Cocoa butter is used to make the chocolate. It is mixed with the cacao in big vats. Finally it is dried into chocolate chips.,33148_1,Female,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,4,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,3: Neutral,"Children set the table for dinner. People began to arrive shortly after the last plate was set, sharply at 7:00 PM. The guests gathered around the table, filling their plates high with flood, higher than the empire state building. Gathered around the table, they sat, drank, and ate joyfully. The conversation never grew dull and they continued conversing well after late afternoon.",20559_1,Female,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,3,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"Well its just after 10 and I have been up for 3 hrs, im still undecided as to what im gonna do today. I want to wash the car...... but i want to take the kids out for the day and the weather could turn. decisions, decisions lol. Ho-hum the pub sounds like a good idea to me ) Back to work again to...",3423963,0,BLOG,67297f70d21c6b7122a7b4d8,,I agree,4,3
4: Very Confident. You were very certain about your judgment with no hesitation,,5: Very Masculine,"Before digging up anything wait and entire season to see what can be saved and what should be removed. Your yard will have an element of depth that way. It will enhance your house's curb appeal ideally.Be aware of your land's hardiness zone, and buy plants that suit your landscape. The map of har...",6451755783e167b96bfa837c6395f34e,male,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,5,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,"It really is largely understandable that many individuals continue to be skeptical regarding the ultimate usefulness of on the web dating. After all, it's only relatively not too long ago that the process has become accepted as part Peyton manning jersey of the social mainstream. One particular n...",2a0ff906f870f600019a5fa08eff3726,male,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,5,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"Usually manual transmission demands far more talent to operate a vehicle and may be pretty challenging to learn. For this reason the majority of People in america use automated gear boxes to drive. However , if you master the manual gearbox you'll get lots of advantages. The first and the most si...",e58ec34fa81b7a6219dc0a25737a6a34,female,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,Learn to appreciate what you admire. Life attracts to you what you appreciate and admire.Life is a lot easier when you live a natural life. A life void of fake and packaging. You will live a stress free life because people take you for who you are. You are nothing but a second best when you live ...,6c7d55c1cdbef20f8ef1f40462d63768,female,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,3: Neutral,Two people wear black jackets. The people shake hands. There are many people entering on the red carpet. The soldiers stand at attention. The people sit quietly at the funeral.,28859_1,Female,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,3,2
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"I've been getting more and more interested in the  Green Pary of Canada lately. Their policies seem very inline with my values and vision for Canada. Importantly, I believe their economic policy to be sound: tax the bad things, subsidize the good. I've actually put down my name as a volunteer. Mi...",3393354,0,BLOG,67297f70d21c6b7122a7b4d8,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,2: Somewhat Feminine,"Last year we took a fun trip to Disney Land. There we saw statues of the Seven Dwarfs. We rode tons of rides and roller coasters. My mom took a picture of me on a ride, but you can't see me because it's all blurry. I hope we'll go back next year and have a lot of fun again.",28507_1,Female,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,2,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"The legislation enforcement coaching academy is no laughing subject especially the very first couple weeks, in which instructors will check out to break you mentally. You are going to come to recognize that the police academy is not for the weak. You'll be on a quick leech through the academy. If...",f5a94cfbd997eae599d6efd29c2c1a29,male,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,4,3
2: Somewhat Confident. You made a judgment but still felt uncertain or had significant doubts,,2: Somewhat Feminine,"Sometimes old people stand in the rain, waiting for things A fine waterfall reminds the elderly of gravity. Although the trail was gentle, gates made of popsicle sticks were used to corral the old people. As the time for noon-day meal approached, the number of the group had dwindled sharply, wolves howled in the distance The survivors met at Starbucks the following day to begin the healing process with the fabled pumpkin spice.",7431_1,Male,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,2,2
4: Very Confident. You were very certain about your judgment with no hesitation,,3: Neutral,before the game the coach gave a pep talk. The cheerleaders cheered on the players before the game. Everyone applauded the team as they walked on the field. They players played their best. The fans were impressed.,19137_2,Female,PASTEL,67297f70d21c6b7122a7b4d8,,I agree,3,4
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,4: Somewhat Masculine,"well, here it is, august 21- just two days from my departure. i just wanted to let everyone know that i reached my $8000 goal and then some! it's very exciting. for the last few days i've been packing and unpacking, calling back and forth to other YAVs (those are other volunteers in the program) ...",4176561,1,BLOG,67297f70d21c6b7122a7b4d8,,I agree,4,3
3: Moderately Confident. You felt reasonably sure of your judgment but had some doubts,,5: Very Masculine,"I highly recommend placing titles within the code of your links. This should be the title of the page it leads to and support the importance of both pages, the page with the link, and the page linked to. Important facts on SEO and click here.A few things you can do to build your search rankings i...",317b9ada09f9b9859002981ddf16efda,male,PAN13-EN,67297f70d21c6b7122a7b4d8,,I agree,5,3
